step,time,u_avg_total,u_avg_cube
154000,451.623505,20.392012,26.819162
154200,452.210052,20.391991,26.811535
154400,452.796570,20.391970,26.803905
154600,453.383087,20.391947,26.796278
154800,453.969604,20.391926,26.788651
155000,454.556122,20.391905,26.781025
155200,455.142670,20.391882,26.773403
155400,455.729187,20.391861,26.765776
155600,456.315704,20.391838,26.758158
155800,456.902222,20.391817,26.750540
156000,457.488770,20.391794,26.742968
156200,458.075287,20.391773,26.735445
156400,458.661804,20.391750,26.727980
156600,459.248322,20.391729,26.720541
156800,459.834839,20.391708,26.713102
157000,460.421387,20.391685,26.705666
157200,461.007904,20.391665,26.698229
157400,461.594421,20.391644,26.690796
157600,462.180939,20.391623,26.683409
157800,462.767487,20.391602,26.676062
158000,463.354004,20.391582,26.668728
158200,463.940521,20.391562,26.661461
158400,464.527039,20.391542,26.654213
158600,465.113556,20.391521,26.646965
158800,465.700104,20.391502,26.639717
159000,466.286621,20.391481,26.632469
159200,466.873138,20.391462,26.625223
159400,467.459656,20.391441,26.617975
159600,468.046204,20.391422,26.610729
159800,468.632721,20.391401,26.603483
160000,469.219238,20.391382,26.596239
160200,469.805756,20.391361,26.588993
160400,470.392273,20.391340,26.581749
160600,470.978821,20.391321,26.574505
160800,471.565338,20.391300,26.567265
161000,472.151855,20.391279,26.560022
161200,472.738373,20.391258,26.552803
161400,473.324921,20.391239,26.545603
161600,473.911438,20.391218,26.538456
161800,474.497955,20.391199,26.531372
162000,475.084473,20.391178,26.524315
162200,475.670990,20.391159,26.517258
162400,476.257538,20.391138,26.510202
162600,476.844055,20.391119,26.503147
162800,477.430573,20.391098,26.496094
163000,478.017090,20.391079,26.489042
163200,478.603607,20.391060,26.482038
163400,479.190155,20.391041,26.475065
163600,479.776672,20.391022,26.468147
163800,480.363190,20.391005,26.461246
164000,480.949707,20.390985,26.454372
164200,481.536255,20.390966,26.447506
164400,482.122772,20.390949,26.440639
164600,482.709290,20.390930,26.433773
164800,483.295807,20.390911,26.426908
165000,483.882324,20.390894,26.420042
165200,484.468872,20.390875,26.413177
165400,485.055389,20.390856,26.406311
165600,485.641907,20.390837,26.399446
165800,486.228424,20.390820,26.392584
166000,486.814972,20.390800,26.385719
166200,487.401489,20.390781,26.378859
166400,487.988007,20.390762,26.371994
166600,488.574524,20.390745,26.365141
166800,489.161041,20.390726,26.358290
167000,489.747589,20.390709,26.351460
167200,490.334106,20.390690,26.344706
167400,490.920624,20.390673,26.337997
167600,491.507141,20.390656,26.331320
167800,492.093689,20.390638,26.324646
168000,492.680206,20.390619,26.317970
168200,493.266724,20.390602,26.311296
168400,493.853241,20.390583,26.304625
168600,494.439758,20.390566,26.297955
168800,495.026306,20.390547,26.291296
169000,495.612823,20.390530,26.284708
169200,496.199341,20.390511,26.278133
169400,496.785858,20.390493,26.271601
169600,497.372406,20.390476,26.265102
169800,497.958923,20.390459,26.258617
170000,498.545441,20.390444,26.252132
170200,499.131958,20.390425,26.245647
170400,499.718475,20.390408,26.239162
