step,time,u_avg,u_exact_avg
236,0.202063,0.119893,0.120002
237,0.202919,0.119459,0.119568
238,0.203775,0.119026,0.119135
239,0.204632,0.118595,0.118704
240,0.205488,0.118165,0.118274
241,0.206344,0.117737,0.117846
242,0.207200,0.117311,0.117420
243,0.208056,0.116886,0.116995
244,0.208913,0.116463,0.116572
245,0.209769,0.116041,0.116150
246,0.210625,0.115620,0.115730
247,0.211481,0.115201,0.115311
248,0.212337,0.114784,0.114893
249,0.213194,0.114368,0.114478
250,0.214050,0.113954,0.114063
251,0.214906,0.113541,0.113651
252,0.215762,0.113130,0.113239
253,0.216618,0.112720,0.112830
254,0.217475,0.112312,0.112421
255,0.218331,0.111905,0.112015
256,0.219187,0.111500,0.111609
257,0.220043,0.111096,0.111205
258,0.220899,0.110693,0.110803
259,0.221756,0.110292,0.110402
260,0.222612,0.109893,0.110002
261,0.223468,0.109495,0.109604
262,0.224324,0.109098,0.109208
263,0.225180,0.108703,0.108813
264,0.226037,0.108309,0.108419
265,0.226893,0.107917,0.108027
266,0.227749,0.107526,0.107636
267,0.228605,0.107136,0.107246
268,0.229461,0.106748,0.106858
269,0.230318,0.106361,0.106471
270,0.231174,0.105976,0.106086
271,0.232030,0.105592,0.105702
272,0.232886,0.105210,0.105320
273,0.233742,0.104829,0.104939
274,0.234599,0.104449,0.104559
275,0.235455,0.104071,0.104181
276,0.236311,0.103694,0.103804
277,0.237167,0.103318,0.103428
278,0.238023,0.102944,0.103054
279,0.238880,0.102571,0.102681
280,0.239736,0.102199,0.102309
281,0.240592,0.101829,0.101939
282,0.241448,0.101460,0.101570
283,0.242304,0.101093,0.101203
284,0.243161,0.100726,0.100836
285,0.244017,0.100362,0.100471
286,0.244873,0.099998,0.100108
287,0.245729,0.099636,0.099746
288,0.246585,0.099275,0.099385
289,0.247442,0.098915,0.099025
290,0.248298,0.098557,0.098667
291,0.249154,0.098200,0.098310
292,0.250010,0.097844,0.097954
293,0.250866,0.097490,0.097599
294,0.251723,0.097137,0.097246
295,0.252579,0.096785,0.096894
296,0.253435,0.096434,0.096544
297,0.254291,0.096085,0.096194
298,0.255147,0.095737,0.095846
299,0.256004,0.095390,0.095499
300,0.256860,0.095044,0.095154
301,0.257716,0.094700,0.094810
302,0.258572,0.094357,0.094466
303,0.259428,0.094015,0.094125
304,0.260285,0.093675,0.093784
305,0.261141,0.093335,0.093445
306,0.261997,0.092997,0.093107
307,0.262853,0.092660,0.092770
308,0.263709,0.092325,0.092434
309,0.264566,0.091990,0.092099
310,0.265422,0.091657,0.091766
311,0.266278,0.091325,0.091434
312,0.267134,0.090994,0.091103
313,0.267990,0.090665,0.090774
314,0.268847,0.090336,0.090445
315,0.269703,0.090009,0.090118
316,0.270559,0.089683,0.089792
317,0.271415,0.089358,0.089467
318,0.272271,0.089034,0.089143
319,0.273128,0.088712,0.088820
320,0.273984,0.088390,0.088499
321,0.274840,0.088070,0.088179
322,0.275696,0.087751,0.087860
323,0.276552,0.087433,0.087542
324,0.277409,0.087117,0.087225
325,0.278265,0.086801,0.086909
326,0.279121,0.086487,0.086595
327,0.279977,0.086173,0.086281
328,0.280833,0.085861,0.085969
329,0.281690,0.085550,0.085658
330,0.282546,0.085240,0.085348
331,0.283402,0.084931,0.085039
332,0.284258,0.084624,0.084732
333,0.285114,0.084317,0.084425
334,0.285971,0.084012,0.084119
335,0.286827,0.083707,0.083815
336,0.287683,0.083404,0.083512
337,0.288539,0.083102,0.083210
338,0.289395,0.082801,0.082908
339,0.290252,0.082501,0.082608
340,0.291108,0.082202,0.082310
341,0.291964,0.081904,0.082012
342,0.292820,0.081608,0.081715
343,0.293676,0.081312,0.081419
344,0.294533,0.081018,0.081125
345,0.295389,0.080724,0.080831
346,0.296245,0.080432,0.080539
347,0.297101,0.080140,0.080247
348,0.297957,0.079850,0.079957
349,0.298814,0.079561,0.079667
350,0.299670,0.079273,0.079379
351,0.300526,0.078985,0.079092
352,0.301382,0.078699,0.078806
353,0.302238,0.078414,0.078520
354,0.303095,0.078130,0.078236
355,0.303951,0.077847,0.077953
356,0.304807,0.077565,0.077671
357,0.305663,0.077284,0.077390
358,0.306519,0.077004,0.077110
359,0.307376,0.076725,0.076831
360,0.308232,0.076447,0.076553
361,0.309088,0.076170,0.076276
362,0.309944,0.075894,0.076000
363,0.310800,0.075619,0.075725
364,0.311657,0.075346,0.075451
365,0.312513,0.075073,0.075178
366,0.313369,0.074801,0.074906
367,0.314225,0.074530,0.074635
368,0.315081,0.074260,0.074365
369,0.315938,0.073991,0.074096
370,0.316794,0.073723,0.073827
371,0.317650,0.073456,0.073560
372,0.318506,0.073190,0.073294
373,0.319362,0.072924,0.073029
374,0.320219,0.072660,0.072765
375,0.321075,0.072397,0.072501
376,0.321931,0.072135,0.072239
377,0.322787,0.071873,0.071978
378,0.323643,0.071613,0.071717
379,0.324500,0.071354,0.071458
380,0.325356,0.071095,0.071199
381,0.326212,0.070838,0.070941
382,0.327068,0.070581,0.070685
383,0.327924,0.070325,0.070429
384,0.328781,0.070071,0.070174
385,0.329637,0.069817,0.069920
386,0.330493,0.069564,0.069667
387,0.331349,0.069312,0.069415
388,0.332205,0.069061,0.069164
389,0.333062,0.068811,0.068914
390,0.333918,0.068561,0.068664
391,0.334774,0.068313,0.068416
392,0.335630,0.068066,0.068168
393,0.336486,0.067819,0.067921
394,0.337343,0.067573,0.067676
395,0.338199,0.067329,0.067431
396,0.339055,0.067085,0.067187
397,0.339911,0.066842,0.066944
398,0.340767,0.066600,0.066701
399,0.341623,0.066358,0.066460
400,0.342480,0.066118,0.066220
401,0.343336,0.065878,0.065980
402,0.344192,0.065640,0.065741
403,0.345048,0.065402,0.065503
404,0.345904,0.065165,0.065266
405,0.346761,0.064929,0.065030
406,0.347617,0.064694,0.064795
407,0.348473,0.064459,0.064560
408,0.349329,0.064226,0.064327
409,0.350185,0.063993,0.064094
410,0.351042,0.063761,0.063862
411,0.351898,0.063530,0.063631
412,0.352754,0.063300,0.063401
413,0.353610,0.063071,0.063171
414,0.354466,0.062843,0.062943
415,0.355323,0.062615,0.062715
416,0.356179,0.062388,0.062488
417,0.357035,0.062162,0.062262
418,0.357891,0.061937,0.062036
419,0.358747,0.061713,0.061812
420,0.359604,0.061489,0.061588
421,0.360460,0.061266,0.061365
422,0.361316,0.061044,0.061143
423,0.362172,0.060823,0.060922
424,0.363028,0.060603,0.060702
425,0.363885,0.060383,0.060482
426,0.364741,0.060165,0.060263
427,0.365597,0.059947,0.060045
428,0.366453,0.059730,0.059828
429,0.367309,0.059513,0.059611
430,0.368166,0.059298,0.059396
431,0.369022,0.059083,0.059181
432,0.369878,0.058869,0.058966
433,0.370734,0.058655,0.058753
434,0.371590,0.058443,0.058540
435,0.372447,0.058231,0.058329
436,0.373303,0.058020,0.058118
437,0.374159,0.057810,0.057907
438,0.375015,0.057601,0.057698
439,0.375871,0.057392,0.057489
440,0.376728,0.057184,0.057281
441,0.377584,0.056977,0.057074
442,0.378440,0.056771,0.056867
443,0.379296,0.056565,0.056661
444,0.380152,0.056360,0.056456
445,0.381009,0.056156,0.056252
446,0.381865,0.055953,0.056048
447,0.382721,0.055750,0.055846
448,0.383577,0.055548,0.055644
449,0.384433,0.055347,0.055442
450,0.385290,0.055146,0.055242
451,0.386146,0.054946,0.055042
452,0.387002,0.054747,0.054842
453,0.387858,0.054549,0.054644
454,0.388714,0.054351,0.054446
455,0.389571,0.054155,0.054249
456,0.390427,0.053958,0.054053
457,0.391283,0.053763,0.053857
458,0.392139,0.053568,0.053662
459,0.392995,0.053374,0.053468
460,0.393852,0.053181,0.053275
461,0.394708,0.052988,0.053082
462,0.395564,0.052796,0.052890
463,0.396420,0.052605,0.052699
464,0.397276,0.052414,0.052508
465,0.398133,0.052225,0.052318
466,0.398989,0.052035,0.052129
467,0.399845,0.051847,0.051940
468,0.400701,0.051659,0.051752
469,0.401557,0.051472,0.051565
470,0.402414,0.051285,0.051378
471,0.403270,0.051100,0.051192
472,0.404126,0.050915,0.051007
473,0.404982,0.050730,0.050822
474,0.405838,0.050546,0.050638
475,0.406695,0.050363,0.050455
476,0.407551,0.050181,0.050273
477,0.408407,0.049999,0.050091
478,0.409263,0.049818,0.049909
479,0.410119,0.049637,0.049729
480,0.410976,0.049458,0.049549
481,0.411832,0.049278,0.049370
482,0.412688,0.049100,0.049191
483,0.413544,0.048922,0.049013
484,0.414400,0.048745,0.048836
485,0.415257,0.048568,0.048659
486,0.416113,0.048392,0.048483
487,0.416969,0.048217,0.048307
488,0.417825,0.048042,0.048133
489,0.418681,0.047868,0.047958
490,0.419538,0.047695,0.047785
491,0.420394,0.047522,0.047612
492,0.421250,0.047350,0.047440
493,0.422106,0.047179,0.047268
494,0.422962,0.047008,0.047097
495,0.423819,0.046837,0.046926
496,0.424675,0.046668,0.046757
497,0.425531,0.046499,0.046587
498,0.426387,0.046330,0.046419
499,0.427243,0.046162,0.046251
500,0.428100,0.045995,0.046084
501,0.428956,0.045829,0.045917
502,0.429812,0.045663,0.045751
503,0.430668,0.045497,0.045585
504,0.431524,0.045332,0.045420
505,0.432381,0.045168,0.045256
506,0.433237,0.045004,0.045092
507,0.434093,0.044841,0.044929
508,0.434949,0.044679,0.044766
509,0.435805,0.044517,0.044604
510,0.436662,0.044356,0.044443
511,0.437518,0.044195,0.044282
512,0.438374,0.044035,0.044122
513,0.439230,0.043876,0.043962
514,0.440086,0.043717,0.043803
515,0.440943,0.043558,0.043644
516,0.441799,0.043401,0.043487
517,0.442655,0.043243,0.043329
518,0.443511,0.043087,0.043172
519,0.444367,0.042931,0.043016
520,0.445224,0.042775,0.042861
521,0.446080,0.042620,0.042705
522,0.446936,0.042466,0.042551
523,0.447792,0.042312,0.042397
524,0.448648,0.042159,0.042243
525,0.449505,0.042006,0.042091
526,0.450361,0.041854,0.041938
527,0.451217,0.041702,0.041787
528,0.452073,0.041551,0.041635
529,0.452929,0.041401,0.041485
530,0.453786,0.041251,0.041335
531,0.454642,0.041101,0.041185
532,0.455498,0.040952,0.041036
533,0.456354,0.040804,0.040887
534,0.457210,0.040656,0.040740
535,0.458067,0.040509,0.040592
536,0.458923,0.040362,0.040445
537,0.459779,0.040216,0.040299
538,0.460635,0.040070,0.040153
539,0.461491,0.039925,0.040008
540,0.462348,0.039780,0.039863
541,0.463204,0.039636,0.039719
542,0.464060,0.039493,0.039575
543,0.464916,0.039350,0.039432
544,0.465772,0.039207,0.039289
545,0.466629,0.039065,0.039147
546,0.467485,0.038924,0.039005
547,0.468341,0.038783,0.038864
548,0.469197,0.038642,0.038723
549,0.470053,0.038502,0.038583
550,0.470910,0.038363,0.038444
551,0.471766,0.038224,0.038305
552,0.472622,0.038085,0.038166
